ID,頭文字,品目名,読み,類似語,出し方（一覧）,出し方（詳細）,出し方のポイント,URL1
1084,こ,コンクリートブロック（40cm以上）,こんくりーとぶろっく（40せんちいじょう）,ブロック塀 コンクリートの固まり セメントブロック ALC ブロック石 軽量気泡コンクリート コンクリート製ブロック壁 ブロック片 コンクリート塊 軽量ブロック 軽量コンクリートブロック 重量ブロック,その他,,40cm以上のものは市では収集できません。（販売店等に相談してください。）,
1085,こ,コンセントカバー,こんせんとかばー,電源コンセントのカバー 電気コンセントカバー コンセントカバー,普通ごみ,,,
1086,こ,コンソールボックス,こんそーるぼっくす,コンソールBOX,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1087,こ,コンタクトケース,こんたくとけーす,コンタクトレンズケース コンタクト容器 コンタクトレンズ保存容器 コンタクトレンズのケース,普通ごみ,,,
1088,こ,コンタクトレンズ,こんたくとれんず,使い捨てコンタクトレンズ ソフトコンタクトレンズ 使い捨てレンズ カラコン カラーコンタクト,普通ごみ,,,
1090,こ,コンタクトレンズ洗浄液ボトル,こんたくとれんずせんじょうえきぼとる,コンタクト液ボトル,プラスチック製容器包装,,識別表示を確認して出してください。,
1091,こ,コンタクトレンズ洗浄機,こんたくとれんずせんじょうき,コンタクトレンズ洗浄器 コンタクト洗浄機,小物金属,,長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
1089,こ,コンタクトレンズ(使い捨て)の容器,こんたくとれんず（つかいすて）のようき,使い捨てコンタクト容器,プラスチック製容器包装,,識別表示を確認して出してください。,
1134,こ,昆虫標本,こんちゅうひょうほん,,普通ごみ,,ガラスは厚紙等に包み「ワレモノキケン」と表示して出してください。,
1092,こ,コンテナボックス,こんてなぼっくす,コンテナケース コンテナー プラスチックコンテナ コンテナBOX 折りたたみコンテナ,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
1093,こ,コンデンサ,こんでんさ,コンデンサー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
1094,こ,コンバイン袋,こんばいんぶくろ,,普通ごみ,,,
1095,こ,コンパクト(金属製以外),こんぱくと（きんぞくせいいがい）,化粧コンパクト 鏡付きコンパクト 化粧用コンパクト コンパクトケース 鏡付コンパクト ファンデーションコンパクト ファンデーションパクト パウダーケース,普通ごみ,,,
1096,こ,コンパス(金属製),こんぱす（きんぞくせい）,コンパスの針,小物金属,,,
1097,こ,コンプレッサー,こんぷれっさー,エアーコンプレッサー エアコンプレッサー エアータンク,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1138,こ,梱包紙,こんぽうし,,ミックスペーパー,,,
1135,こ,梱包シート(購入した商品を梱包していたもの),こんぽうしーと（こうにゅうしたしょうひんをこんぽうしていたもの）,ストレッチフィルム,プラスチック製容器包装,,,
1136,こ,梱包シート(製品として購入したもの),こんぽうしーと（せいひんとしてこうにゅうしたもの）,ストレッチフィルム,普通ごみ,,,
1137,こ,梱包バンド,こんぽうばんど,ppバンド 結束バンド 梱包用バンド ビニールバンド ナイロンバンド プラスチックバンド 荷作りバンド 荷造りバンド 包装用バンド 野菜結束テープ ピーピーバンド PPテープ 梱包ベルト 梱包用ひも 結束用バンド 梱包結束バンド 梱包プラスチックバンド,普通ごみ,,,
1139,こ,梱包用緩衝シート(プラスチック製・商品を購入した時についていたもの),こんぽうようかんしょうしーと（ぷらすちっくせい・しょうひんをこうにゅうしたときについていたもの）,ミラマット,プラスチック製容器包装,,梱包用緩衝シートを商品として購入したものを出す場合は普通ごみとして出してください。,
1105,こ,碁石,ごいし,囲碁,普通ごみ,,,
1008,こ,ゴーカート,ごーかーと,電動バッテリーカー,粗大ごみ,,バッテリーは販売店に相談してください。,
1011,こ,ゴーグル,ごーぐる,水中眼鏡 水中メガネ 水中めがね スキーゴーグル スキー眼鏡 水泳ゴーグル ダイビングマスク 水中マスク,普通ごみ,,,
1026,こ,ゴキブリ駆除剤(粘着シート製),ごきぶりくじょざい（ねんちゃくしーとせい）,ごきぶり粘着 ごきぶりほいほい ゴキブリホイホイ ゴキブリ取り,普通ごみ,,,
1025,こ,ゴキブリ駆除剤(プラケースに薬剤の入ったもの),ごきぶりくじょざい（ぷらけーすにやくざいのはいったもの）,コンバット 殺虫ダンゴ ブラックキャップ ホウ酸だんご ゴキブリほいほい ごきぶりほいほい ゴキブリキャップ ゴキブリ防虫剤 ホウ酸団子 ホウ酸ダンゴ ゴキブリ取り,普通ごみ,,,
1028,こ,ござ,ござ,茣蓙 ゴザ むしろ 御座 ご座 竹ござ 花ござ たけござ 筵 畳ゴザ 寝ござ ゴザの敷物,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
1104,こ,碁笥,ごす,碁石の入れ物 碁石の器 碁の入れ物 碁の器,普通ごみ,,,
1103,こ,五徳,ごとく,5徳 ガスレンジ五徳 ゴトク,小物金属,,,
1107,こ,碁盤（50cm以上）,ごばん（50せんちいじょう）,囲碁 囲碁盤 囲碁板,粗大ごみ,,,
1106,こ,碁盤（50cm未満）,ごばん（50せんちみまん）,囲碁 囲碁盤 囲碁板,粗大ごみ,,1回につき5個まで無料です。（粗大ごみの申し込みが必要です。）,
1050,こ,ごみネット,ごみねっと,ゴミネット からすよけネット ごみ用ネット カラスネット カラスよけネット ゴミ網 いけいけネット,普通ごみ,,,
1052,こ,ごみ箱(金属製以外),ごみばこ（きんぞくせいいがい）,ゴミバコ ダストボックス ゴミ収納容器 くずかご ごみペール ごみ容器 籐のゴミ箱 ゴミペール プラスチックごみ箱 プラスチックゴミ箱 ゴミボックス ごみボックス ゴミばこ ゴミ入れ ペダルペール プラスチック製ごみ箱 ペールボックス プラスチック製ゴミ箱 ポリペール プラスチックのごみ箱 屑かご ごみいれ 木製ゴミ箱 プラスチックのゴミ箱 ごみぺーる ごみ入れポリバケツ ペールごみ箱 ダストBOX,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1053,こ,ごみ箱(金属製),ごみばこ（きんぞくせい）,ゴミバコ ゴミ箱 ダストボックス ゴミ収納容器 くずかご ごみ容器 スチールのごみばこ スチールごみ箱 ゴミボックス ごみボックス ゴミばこ ステンレスゴミ箱 ゴミばこ ゴミ入れ ペダルペール ペールボックス ステンレスごみ箱 屑かご ごみいれ 金属ゴミ箱 金属のごみ箱 金属製ごみ箱 ごみぺーる ペールごみ箱 アルミのゴミ箱 ダストBOX,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1054,こ,ごみ箱のふた（プラスチック製）,ごみばこのふた（ぷらすちっくせい）,ゴミ箱のふた ゴミ箱の蓋 ゴミ箱ふた,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1055,こ,ごみ箱のふた（金属製）,ごみばこのふた（ぷらすちっくせい）,ゴミ箱のふた ゴミ箱の蓋 ゴミ箱ふた,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1051,こ,ゴミ袋,ごみぶくろ,,普通ごみ,,,
1065,こ,ゴム管,ごむかん,,普通ごみ,,,
1056,こ,ゴムシート,ごむしーと,ゴム製シート,普通ごみ,,,
1067,こ,ゴム製品,ごむせいひん,ゴム製台 ゴムケース ゴムバケツ 天然ゴム ゴム板 ゴム版,普通ごみ,,,
1068,こ,ゴム栓,ごむせん,水道栓,普通ごみ,,,
1057,こ,ゴムチューブ,ごむちゅーぶ,ゴムバンド ダイエットチューブ,普通ごみ,,,
1066,こ,ゴム手袋・ゴム長靴,ごむてぶくろごむながぐつ,ゴム長くつ 長ぐつ ゴム手ぶくろ ラテックスグローブ 医療用手袋 炊事手袋 ゴムてぶくろ ごむ手袋 ゴム靴 ニトリル手袋 風呂靴 ゴムブーツ 炊事用手袋 ディスポグローブ,普通ごみ,,,
